# x,y,velocity_x(pixel/s),velocity_y(pixel/s),pressure(Pa)
7.870211102599999897e-02,7.600000000000000089e-01,-1.426435715702918434e+10,-1.572279792801133728e+10,-1.204962886661529176e+01
7.870211102599999897e-02,7.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.156481974745833696e+01
7.870211102599999897e-02,7.199999999999999734e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.110749218727530874e+01
7.870211102599999897e-02,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.048127141107220162e+01
7.870211102599999897e-02,6.799999999999999378e-01,-1.716348585267283916e+08,7.283792125804945230e+08,-1.023457341390769670e+01
7.870211102599999897e-02,6.599999999999999201e-01,1.499789743654454648e+08,4.827046908621366620e+08,-1.017329793497561496e+01
7.870211102599999897e-02,6.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.018817539103920389e+01
7.870211102599999897e-02,6.199999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.015784685603142989e+01
7.870211102599999897e-02,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000560161487037725e+01
7.870211102599999897e-02,5.800000000000000711e-01,4.095312110886421986e+06,3.775616850257425569e+06,-1.000178959459737094e+01
7.870211102599999897e-02,5.600000000000000533e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000206820260864227e+01
8.994526974399999486e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.302660647654422021e+00
8.994526974399999486e-02,9.799999999999999822e-01,-8.162046563316870117e+10,-1.342724802342253208e+09,-7.174713939807402241e+00
8.994526974399999486e-02,9.599999999999999645e-01,-1.472569365488337708e+11,-4.851681350767993927e+09,-7.085284627350014297e+00
8.994526974399999486e-02,9.399999999999999467e-01,-1.972593586755025330e+11,-9.787168976913078308e+09,-7.033608423004292121e+00
8.994526974399999486e-02,9.200000000000000400e-01,-2.318230070915893250e+11,-1.552628420494129562e+10,-7.018395145591086681e+00
8.994526974399999486e-02,9.000000000000000222e-01,-2.511107977542236023e+11,-2.157702703512377548e+10,-7.039979738572604617e+00
8.994526974399999486e-02,8.800000000000000044e-01,-2.553341453846730347e+11,-2.753930523653986359e+10,-7.103143880497891693e+00
8.994526974399999486e-02,8.599999999999999867e-01,-2.447560433594240112e+11,-3.305447907416047287e+10,-7.219191630477988397e+00
8.994526974399999486e-02,8.399999999999999689e-01,-2.195778188500588684e+11,-3.776020159601816559e+10,-7.425708610099945872e+00
8.994526974399999486e-02,8.200000000000000622e-01,-1.793929279817794189e+11,-4.138382185441225433e+10,-7.751186797238459825e+00
8.994526974399999486e-02,8.000000000000000444e-01,-1.221001933908664856e+11,-4.346562710308164215e+10,-8.826854013836687329e+00
8.994526974399999486e-02,7.800000000000000266e-01,-3.932974515077813721e+10,-3.131878824331814194e+10,-1.268452920186630450e+01
8.994526974399999486e-02,7.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.217595803887336103e+01
8.994526974399999486e-02,7.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.244953207088573599e+01
8.994526974399999486e-02,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.018402799470011111e+01
8.994526974399999486e-02,6.799999999999999378e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.014228767667059117e+01
8.994526974399999486e-02,6.599999999999999201e-01,2.964124629624845833e+07,1.836982414922636747e+08,-1.018067049243394173e+01
8.994526974399999486e-02,6.400000000000000133e-01,2.798231173045311868e+07,3.118848718554136157e+07,-1.019710443491343632e+01
8.994526974399999486e-02,6.199999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.018352835524101963e+01
8.994526974399999486e-02,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.001189009935033525e+01
8.994526974399999486e-02,5.800000000000000711e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.999619659653449233e+00
8.994526974399999486e-02,5.600000000000000533e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.000288704169046383e+01
1.011884284620000046e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.831634698568068487e+00
1.011884284620000046e-01,9.799999999999999822e-01,-8.301106330647471619e+10,-1.255851155978793621e+09,-6.711905637100325173e+00
1.011884284620000046e-01,9.599999999999999645e-01,-1.496216208426064453e+11,-4.546780327502371788e+09,-6.627661299430652520e+00
1.011884284620000046e-01,9.399999999999999467e-01,-2.002178518170891724e+11,-9.179591191022792816e+09,-6.578458529300020174e+00
1.011884284620000046e-01,9.200000000000000400e-01,-2.350560546604089966e+11,-1.453068721054434967e+10,-6.563394710464860893e+00
1.011884284620000046e-01,9.000000000000000222e-01,-2.543496767280451660e+11,-2.005306533530918503e+10,-6.582368513800188836e+00
1.011884284620000046e-01,8.800000000000000044e-01,-2.583307840159158325e+11,-2.523681259648899078e+10,-6.637098521523629557e+00
1.011884284620000046e-01,8.599999999999999867e-01,-2.472469215424651489e+11,-2.953614707704410172e+10,-6.734701913593807099e+00
1.011884284620000046e-01,8.399999999999999689e-01,-2.212351206033352356e+11,-3.226827568760604858e+10,-6.874767583771163260e+00
1.011884284620000046e-01,8.200000000000000622e-01,-1.799255524837084351e+11,-3.233980454535552979e+10,-7.157014514768068381e+00
1.011884284620000046e-01,8.000000000000000444e-01,-1.194903652331944580e+11,-2.848319704215189362e+10,-7.027691057323219859e+00
1.011884284620000046e-01,7.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.416819688325251292e+01
1.011884284620000046e-01,7.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.353685630111518279e+01
1.011884284620000046e-01,7.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.181747135441656660e+01
1.011884284620000046e-01,6.799999999999999378e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.015039148397457325e+01
1.011884284620000046e-01,6.599999999999999201e-01,-2.362825452593533788e+06,2.972252242937403172e+07,-1.017734551141359844e+01
1.011884284620000046e-01,6.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.018850583398849174e+01
